,card_detail,category,city,discount,max_discount_cap,title
2322,Bank Alfalah Visa Platinum Credit Card,Dining,Sargodha,15%,N/A,"Up to 15% off

28-11-2022 to 31-12-2023"
2323,Bank Alfalah American Express Card,Dining,Sargodha,15%,N/A,"Up to 15% off

28-11-2022 to 31-12-2023"
2324,Bank Alfalah Mastercard Optimus Credit Card,Dining,Sargodha,10% ,N/A,"Up to 15% off

28-11-2022 to 31-12-2023"
2325,Bank Alfalah Visa Gold Credit Card,Dining,Sargodha,10%,N/A,"Up to 15% off

28-11-2022 to 31-12-2023"
2326,Bank Alfalah Ultra Cashback Card,Dining,Sargodha,10%,N/A,"Up to 15% off

28-11-2022 to 31-12-2023"
2327,Bank Alfalah Visa Classic Credit Card,Dining,Sargodha,10%,N/A,"Up to 15% off

28-11-2022 to 31-12-2023"
2328,Bank Alfalah Islamic Gold and Classic Debit Card,Dining,Sargodha,10%,N/A,"Up to 15% off

28-11-2022 to 31-12-2023"
2329,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Sargodha,15%,N/A,"Up to 15% off

28-11-2022 to 31-12-2023"
2330,Bank Alfalah Premier VISA Platinum Credit Card,Travel,Nationwide,12%,N/A,Qatar Airways
2331,Bank Alfalah Premier VISA Signature Debit Card,Travel,Nationwide,12%,N/A,Qatar Airways
2332,Bank Alfalah Visa Signature Debit Card,Travel,Nationwide,12%,N/A,Qatar Airways
2333,Bank Alfalah Visa Platinum Credit Card,Travel,Nationwide,12%,N/A,Qatar Airways
2334,Bank Alfalah American Express Card,Travel,Nationwide,12%,N/A,Qatar Airways
2335,Bank Alfalah Mastercard Optimus Credit Card,Travel,Nationwide,12%,N/A,Qatar Airways
2336,Bank Alfalah Visa Gold Credit Card,Travel,Nationwide,12%,N/A,Qatar Airways
2337,Bank Alfalah Mastercard Titanium Credit Card,Travel,Nationwide,12%,N/A,Qatar Airways
2338,Bank Alfalah Ultra Cashback Card,Travel,Nationwide,12%,N/A,Qatar Airways
2339,Bank Alfalah Visa Classic Credit Card,Travel,Nationwide,12%,N/A,Qatar Airways
2340,Bank Alfalah Debit Cards,Travel,Nationwide,12%,N/A,Qatar Airways
2341,Bank Alfalah Pehchaan Account for Women,Travel,Nationwide,12%,N/A,Qatar Airways
2342,Bank Alfalah Islamic Gold and Classic Debit Card,Travel,Nationwide,12%,N/A,Qatar Airways
2343,Bank Alfalah Islamic Premier Signature Debit Card,Travel,Nationwide,12%,N/A,Qatar Airways
2344,Bank Alfalah Islamic Signature Debit Card,Travel,Nationwide,12%,N/A,Qatar Airways
2345,Bank Alfalah Islamic Powerpack Debit Card,Travel,Nationwide,12%,N/A,Qatar Airways
2346,Alfalah Premier VISA Signature Debit Card,Lifestyle,Lahore,10%,N/A,All Items
2347,Alfalah Visa Signature Debit Card,Lifestyle,Lahore,10%,N/A,All Items
2348,Bank Alfalah Debit Cards,Lifestyle,Lahore,10%,N/A,All Items
2349,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Nationwide,15%,N/A,Rafia.pk
2350,Bank Alfalah Premier VISA Signature Debit Card,Dining,Nationwide,15%,N/A,Rafia.pk
2351,Bank Alfalah Visa Signature Debit Card,Dining,Nationwide,15%,N/A,Rafia.pk
2352,Bank Alfalah Visa Platinum Credit Card,Dining,Nationwide,15%,N/A,Rafia.pk
2353,Bank Alfalah American Express Card,Dining,Nationwide,15%,N/A,Rafia.pk
2354,Bank Alfalah Mastercard Optimus Credit Card,Dining,Nationwide,15%,N/A,Rafia.pk
2355,Bank Alfalah Visa Gold Credit Card,Dining,Nationwide,15%,N/A,Rafia.pk
2356,Bank Alfalah Mastercard Titanium Credit Card,Dining,Nationwide,15%,N/A,Rafia.pk
2357,Bank Alfalah Ultra Cashback Card,Dining,Nationwide,15%,N/A,Rafia.pk
2358,Bank Alfalah Visa Classic Credit Card,Dining,Nationwide,15%,N/A,Rafia.pk
2359,Bank Alfalah Debit Cards,Dining,Nationwide,15%,N/A,Rafia.pk
2360,Bank Alfalah Pehchaan Account for Women,Dining,Nationwide,15%,N/A,Rafia.pk
2361,Bank Alfalah Islamic Gold and Classic Debit Card,Dining,Nationwide,15%,N/A,Rafia.pk
2362,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Nationwide,15%,N/A,Rafia.pk
2363,Bank Alfalah Islamic Signature Debit Card,Dining,Nationwide,15%,N/A,Rafia.pk
2364,Bank Alfalah Islamic Powerpack Debit Card,Dining,Nationwide,15%,N/A,Rafia.pk
2365,Bank Alfalah Premier VISA Platinum Credit Card,Dining,"Lahore, Karachi, Islamabad",Upto 25% off,N/A,Upto 25% off on selected services on all bank alfalah cards T&C Apply.
2366,Bank Alfalah Premier VISA Signature Debit Card,Dining,"Lahore, Karachi, Islamabad",Upto 25% off,N/A,Upto 25% off on selected services on all bank alfalah cards T&C Apply.
2367,Bank Alfalah Visa Signature Debit Card,Dining,"Lahore, Karachi, Islamabad",Upto 25% off,N/A,Upto 25% off on selected services on all bank alfalah cards T&C Apply.
2368,Bank Alfalah Visa Platinum Credit Card,Dining,"Lahore, Karachi, Islamabad",Upto 25% off,N/A,Upto 25% off on selected services on all bank alfalah cards T&C Apply.
2369,Bank Alfalah American Express Card,Dining,"Lahore, Karachi, Islamabad",Upto 25% off,N/A,Upto 25% off on selected services on all bank alfalah cards T&C Apply.
2370,Bank Alfalah Mastercard Optimus Credit Card,Dining,"Lahore, Karachi, Islamabad",Upto 25% off,N/A,Upto 25% off on selected services on all bank alfalah cards T&C Apply.
2371,Bank Alfalah Visa Gold Credit Card,Dining,"Lahore, Karachi, Islamabad",Upto 25% off,N/A,Upto 25% off on selected services on all bank alfalah cards T&C Apply.
2372,Bank Alfalah Mastercard Titanium Credit Card,Dining,"Lahore, Karachi, Islamabad",Upto 25% off,N/A,Upto 25% off on selected services on all bank alfalah cards T&C Apply.
2373,Bank Alfalah Ultra Cashback Card,Dining,"Lahore, Karachi, Islamabad",Upto 25% off,N/A,Upto 25% off on selected services on all bank alfalah cards T&C Apply.
2374,Bank Alfalah Visa Classic Credit Card,Dining,"Lahore, Karachi, Islamabad",Upto 25% off,N/A,Upto 25% off on selected services on all bank alfalah cards T&C Apply.
2375,Bank Alfalah Debit Cards,Dining,"Lahore, Karachi, Islamabad",Upto 25% off,N/A,Upto 25% off on selected services on all bank alfalah cards T&C Apply.
2376,Bank Alfalah Pehchaan Account for Women,Dining,"Lahore, Karachi, Islamabad",Upto 25% off,N/A,Upto 25% off on selected services on all bank alfalah cards T&C Apply.
2377,Bank Alfalah Islamic Gold and Classic Debit Card,Dining,"Lahore, Karachi, Islamabad",Upto 25% off,N/A,Upto 25% off on selected services on all bank alfalah cards T&C Apply.
2378,Bank Alfalah Islamic Premier Signature Debit Card,Dining,"Lahore, Karachi, Islamabad",Upto 25% off,N/A,Upto 25% off on selected services on all bank alfalah cards T&C Apply.
2379,Bank Alfalah Islamic Signature Debit Card,Dining,"Lahore, Karachi, Islamabad",Upto 25% off,N/A,Upto 25% off on selected services on all bank alfalah cards T&C Apply.
2380,Bank Alfalah Islamic Powerpack Debit Card,Dining,"Lahore, Karachi, Islamabad",Upto 25% off,N/A,Upto 25% off on selected services on all bank alfalah cards T&C Apply.
2381,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Multan,Upto 25% off,N/A,Discount on selected services on all bank alfalah cards T&C Apply.
2382,Bank Alfalah Premier VISA Signature Debit Card,Dining,Multan,Upto 25% off,N/A,Discount on selected services on all bank alfalah cards T&C Apply.
2383,Bank Alfalah Visa Signature Debit Card,Dining,Multan,Upto 25% off,N/A,Discount on selected services on all bank alfalah cards T&C Apply.
2384,Bank Alfalah Visa Platinum Credit Card,Dining,Multan,Upto 25% off,N/A,Discount on selected services on all bank alfalah cards T&C Apply.
2385,Bank Alfalah American Express Card,Dining,Multan,Upto 25% off,N/A,Discount on selected services on all bank alfalah cards T&C Apply.
2386,Bank Alfalah Mastercard Optimus Credit Card,Dining,Multan,Upto 25% off,N/A,Discount on selected services on all bank alfalah cards T&C Apply.
2387,Bank Alfalah Visa Gold Credit Card,Dining,Multan,Upto 25% off,N/A,Discount on selected services on all bank alfalah cards T&C Apply.
2388,Bank Alfalah Mastercard Titanium Credit Card,Dining,Multan,Upto 25% off,N/A,Discount on selected services on all bank alfalah cards T&C Apply.
2389,Bank Alfalah Ultra Cashback Card,Dining,Multan,Upto 25% off,N/A,Discount on selected services on all bank alfalah cards T&C Apply.
2390,Bank Alfalah Visa Classic Credit Card,Dining,Multan,Upto 25% off,N/A,Discount on selected services on all bank alfalah cards T&C Apply.
2391,Bank Alfalah Debit Cards,Dining,Multan,Upto 25% off,N/A,Discount on selected services on all bank alfalah cards T&C Apply.
2392,Bank Alfalah Pehchaan Account for Women,Dining,Multan,Upto 25% off,N/A,Discount on selected services on all bank alfalah cards T&C Apply.
2393,Bank Alfalah Islamic Gold and Classic Debit Card,Dining,Multan,Upto 25% off,N/A,Discount on selected services on all bank alfalah cards T&C Apply.
2394,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Multan,Upto 25% off,N/A,Discount on selected services on all bank alfalah cards T&C Apply.
2395,Bank Alfalah Islamic Signature Debit Card,Dining,Multan,Upto 25% off,N/A,Discount on selected services on all bank alfalah cards T&C Apply.
2396,Bank Alfalah Islamic Powerpack Debit Card,Dining,Multan,Upto 25% off,N/A,Discount on selected services on all bank alfalah cards T&C Apply.
2397,Bank Alfalah Islamic Gold and Classic Debit Card,Lifestyle,"Lahore, Karachi, Islamabad",20%,N/A,Maximum Discount is PKR 1500
2398,Bank Alfalah American Express Card,Lifestyle,"Lahore, Karachi, Islamabad",20%,N/A,Maximum Discount is PKR 1500
2399,Bank Alfalah Debit Cards,Lifestyle,"Lahore, Karachi, Islamabad",20%,N/A,Maximum Discount is PKR 1500
2400,Bank Alfalah Islamic Premier Signature Debit Card,Lifestyle,"Lahore, Karachi, Islamabad",20%,N/A,Maximum Discount is PKR 1500
2401,Bank Alfalah Islamic Signature Debit,Lifestyle,"Lahore, Karachi, Islamabad",20%,N/A,Maximum Discount is PKR 1500
2402,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,"Lahore, Karachi, Islamabad",20%,N/A,Maximum Discount is PKR 1500
2403,Bank Alfalah Premier VISA Platinum Credit Card,Lifestyle,"Lahore, Karachi, Islamabad",20%,N/A,Maximum Discount is PKR 1500
2404,Bank Alfalah Premier VISA Signature Debit Card,Lifestyle,"Lahore, Karachi, Islamabad",20%,N/A,Maximum Discount is PKR 1500
2405,Bank Alfalah Ultra Cashback Card,Lifestyle,"Lahore, Karachi, Islamabad",20%,N/A,Maximum Discount is PKR 1500
2406,Bank Alfalah Visa Classic Credit Card,Lifestyle,"Lahore, Karachi, Islamabad",20%,N/A,Maximum Discount is PKR 1500
2407,Bank Alfalah Visa Gold Credit Card,Lifestyle,"Lahore, Karachi, Islamabad",20%,N/A,Maximum Discount is PKR 1500
2408,Bank Alfalah Visa Platinum Credit Card,Lifestyle,"Lahore, Karachi, Islamabad",20%,N/A,Maximum Discount is PKR 1500
2409,Bank Alfalah Visa Signature Debit Card,Lifestyle,"Lahore, Karachi, Islamabad",20%,N/A,Maximum Discount is PKR 1500
2410,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Gujranwala,15%,N/A,N/A
2411,Bank Alfalah Premier VISA Signature Debit Card,Dining,Gujranwala,15%,N/A,N/A
2412,Bank Alfalah Visa Signature Debit Card,Dining,Gujranwala,15%,N/A,N/A
2413,Bank Alfalah Visa Platinum Credit Card,Dining,Gujranwala,15%,N/A,N/A
2414,Bank Alfalah American Express Card,Dining,Gujranwala,15%,N/A,N/A
2415,Bank Alfalah Mastercard Optimus Credit Card,Dining,Gujranwala,10%,N/A,N/A
2416,Bank Alfalah Visa Gold Credit Card,Dining,Gujranwala,10%,N/A,N/A
2417,Bank Alfalah Visa Classic Credit Card,Dining,Gujranwala,10%,N/A,N/A
2418,Bank Alfalah Debit Cards,Dining,Gujranwala,10%,N/A,N/A
2419,Alfalah American Express Card,Dining,Lahore,20%,N/A,Red Lotus – 4 Points by Sheraton Lahore
2420,Alfalah Mastercard Titanium Credit Card,Dining,Lahore,20%,N/A,Red Lotus – 4 Points by Sheraton Lahore
2421,Alfalah Premier VISA Platinum Credit Card,Dining,Lahore,20%,N/A,Red Lotus – 4 Points by Sheraton Lahore
2422,Alfalah Premier VISA Signature Debit Card,Dining,Lahore,20%,N/A,Red Lotus – 4 Points by Sheraton Lahore
2423,Alfalah Ultra Cashback Card,Dining,Lahore,20%,N/A,Red Lotus – 4 Points by Sheraton Lahore
2424,Alfalah Visa Classic Credit Card,Dining,Lahore,20%,N/A,Red Lotus – 4 Points by Sheraton Lahore
2425,Alfalah Visa Gold Credit Card,Dining,Lahore,20%,N/A,Red Lotus – 4 Points by Sheraton Lahore
2426,Alfalah Visa Platinum Credit Card,Dining,Lahore,20%,N/A,Red Lotus – 4 Points by Sheraton Lahore
2427,Alfalah Visa Signature Debit Card,Dining,Lahore,20%,N/A,Red Lotus – 4 Points by Sheraton Lahore
2428,Bank Alfalah Debit Cards,Dining,Lahore,20%,N/A,Red Lotus – 4 Points by Sheraton Lahore
2429,Bank Alfalah Mastercard Optimus Credit Card,Dining,"Murree, Other, Rawalpindi, Abbottabad, Nathia Gali",15%,N/A,Red onion
2430,Alfalah Premier VISA Platinum Credit Card,Dining,"Murree, Other, Rawalpindi, Abbottabad, Nathia Gali",15%,N/A,Red onion
2431,Alfalah Visa Platinum Credit Card,Dining,"Murree, Other, Rawalpindi, Abbottabad, Nathia Gali",15%,N/A,Red onion
2432,Alfalah Visa Gold Debit Card,Dining,"Murree, Other, Rawalpindi, Abbottabad, Nathia Gali",15%,N/A,Red onion
2433,Alfalah Mastercard Titanium Credit Card,Dining,"Murree, Other, Rawalpindi, Abbottabad, Nathia Gali",15%,N/A,Red onion
2434,Alfalah Visa Classic Credit Card,Dining,"Murree, Other, Rawalpindi, Abbottabad, Nathia Gali",15%,N/A,Red onion
2435,Alfalah Ultra Cashback Card,Dining,"Murree, Other, Rawalpindi, Abbottabad, Nathia Gali",15%,N/A,Red onion
2436,Alfalah Premier VISA Signature Debit Card,Dining,"Murree, Other, Rawalpindi, Abbottabad, Nathia Gali",15%,N/A,Red onion
2437,Alfalah Visa Signature Debit Card,Dining,"Murree, Other, Rawalpindi, Abbottabad, Nathia Gali",15%,N/A,Red onion
2438,Bank Alfalah Debit Cards,Dining,"Murree, Other, Rawalpindi, Abbottabad, Nathia Gali",15%,N/A,Red onion
2439,Bank Alfalah Islamic Gold and Classic Debit Card,Dining,Karachi,15%,N/A,N/A
2440,Bank Alfalah American Express Card,Dining,Karachi,15%,N/A,N/A
2441,Bank Alfalah Debit Cards,Dining,Karachi,15%,N/A,N/A
2442,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Karachi,15%,N/A,N/A
2443,Bank Alfalah Islamic Signature Debit,Dining,Karachi,15%,N/A,N/A
2444,Bank Alfalah Mastercard Optimus Credit Card,Dining,Karachi,15%,N/A,N/A
2445,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Karachi,15%,N/A,N/A
2446,Bank Alfalah Premier VISA Signature Debit Card,Dining,Karachi,15%,N/A,N/A
2447,Bank Alfalah Ultra Cashback Card,Dining,Karachi,15%,N/A,N/A
2448,Bank Alfalah Visa Classic Credit Card,Dining,Karachi,15%,N/A,N/A
2449,Bank Alfalah Visa Gold Credit Card,Dining,Karachi,15%,N/A,N/A
2450,Bank Alfalah Visa Platinum Credit Card,Dining,Karachi,15%,N/A,N/A
2451,Bank Alfalah Visa Signature Debit Card,Dining,Karachi,15%,N/A,N/A
2452,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Peshawar,15%,N/A,N/A
2453,Bank Alfalah Premier VISA Signature Debit Card,Dining,Peshawar,15%,N/A,N/A
2454,Bank Alfalah Visa Signature Debit Card,Dining,Peshawar,15%,N/A,N/A
2455,Bank Alfalah Visa Platinum Credit Card,Dining,Peshawar,15%,N/A,N/A
2456,Bank Alfalah American Express Card,Dining,Peshawar,15%,N/A,N/A
2457,Bank Alfalah Mastercard Optimus Credit Card,Dining,Peshawar,10%,N/A,N/A
2458,Bank Alfalah Visa Gold Credit Card,Dining,Peshawar,10%,N/A,N/A
2459,Bank Alfalah Visa Classic Credit Card,Dining,Peshawar,10%,N/A,N/A
2460,Bank Alfalah Debit Cards,Dining,Peshawar,10%,N/A,N/A
2461,Alfalah Premier VISA Signature Debit Card,Shopping,Lahore,5%,N/A,All Items
2462,Alfalah Visa Signature Debit Card,Shopping,Lahore,5%,N/A,All Items
2463,Bank Alfalah Debit Cards,Shopping,Lahore,5%,N/A,All Items
2464,Bank Alfalah Premier VISA Platinum Credit Card,Lifestyle,Jhelum,15%,N/A,"15% off

01-11-2022 to 31-12-2023"
2465,Bank Alfalah Premier VISA Signature Debit Card,Lifestyle,Jhelum,15%,N/A,"15% off

01-11-2022 to 31-12-2023"
2466,Bank Alfalah Visa Signature Debit Card,Lifestyle,Jhelum,15%,N/A,"15% off

01-11-2022 to 31-12-2023"
2467,Bank Alfalah Visa Platinum Credit Card,Lifestyle,Jhelum,15%,N/A,"15% off

01-11-2022 to 31-12-2023"
2468,Bank Alfalah American Express Card,Lifestyle,Jhelum,15%,N/A,"15% off

01-11-2022 to 31-12-2023"
2469,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,Jhelum,15%,N/A,"15% off

01-11-2022 to 31-12-2023"
2470,Bank Alfalah Visa Gold Credit Card,Lifestyle,Jhelum,15%,N/A,"15% off

01-11-2022 to 31-12-2023"
2471,Bank Alfalah Mastercard Titanium Credit Card,Lifestyle,Jhelum,15%,N/A,"15% off

01-11-2022 to 31-12-2023"
2472,Bank Alfalah Ultra Cashback Card,Lifestyle,Jhelum,15%,N/A,"15% off

01-11-2022 to 31-12-2023"
2473,Bank Alfalah Visa Classic Credit Card,Lifestyle,Jhelum,15%,N/A,"15% off

01-11-2022 to 31-12-2023"
2474,Bank Alfalah Debit Cards,Lifestyle,Jhelum,15%,N/A,"15% off

01-11-2022 to 31-12-2023"
2475,Bank Alfalah Pehchaan Account for Women,Lifestyle,Jhelum,15%,N/A,"15% off

01-11-2022 to 31-12-2023"
2476,Bank Alfalah Islamic Gold and Classic Debit Card,Lifestyle,Jhelum,15%,N/A,"15% off

01-11-2022 to 31-12-2023"
2477,Bank Alfalah Islamic Premier Signature Debit Card,Lifestyle,Jhelum,15%,N/A,"15% off

01-11-2022 to 31-12-2023"
2478,Bank Alfalah Islamic Signature Debit Card,Lifestyle,Jhelum,15%,N/A,"15% off

01-11-2022 to 31-12-2023"
2479,Bank Alfalah Islamic Powerpack Debit Card,Lifestyle,Jhelum,15%,N/A,"15% off

01-11-2022 to 31-12-2023"
2480,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Lahore,25%,N/A,Maximum discount is PKR 5000 for premier cards and PKR 2500 for Platinum and signature cards
2481,Bank Alfalah Islamic Signature Debit,Dining,Lahore,20%,N/A,Maximum discount is PKR 5000 for premier cards and PKR 2500 for Platinum and signature cards
2482,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Lahore,25%,N/A,Maximum discount is PKR 5000 for premier cards and PKR 2500 for Platinum and signature cards
2483,Bank Alfalah Premier VISA Signature Debit Card,Dining,Lahore,25%,N/A,Maximum discount is PKR 5000 for premier cards and PKR 2500 for Platinum and signature cards
2484,Bank Alfalah Visa Platinum Credit Card,Dining,Lahore,20%,N/A,Maximum discount is PKR 5000 for premier cards and PKR 2500 for Platinum and signature cards
2485,Bank Alfalah Visa Signature Debit Card,Dining,Lahore,20%,N/A,Maximum discount is PKR 5000 for premier cards and PKR 2500 for Platinum and signature cards
2486,Bank Alfalah Premier VISA Platinum Credit Card,Other,Peshawar,15%,N/A,N/A
2487,Bank Alfalah Premier VISA Signature Debit Card,Other,Peshawar,15%,N/A,N/A
2488,Bank Alfalah Visa Signature Debit Card,Other,Peshawar,15%,N/A,N/A
2489,Bank Alfalah Visa Platinum Credit Card,Other,Peshawar,15%,N/A,N/A
2490,Bank Alfalah American Express Card,Other,Peshawar,15%,N/A,N/A
2491,Bank Alfalah Mastercard Optimus Credit Card,Other,Peshawar,10%,N/A,N/A
2492,Bank Alfalah Visa Gold Credit Card,Other,Peshawar,10%,N/A,N/A
2493,Bank Alfalah Visa Classic Credit Card,Other,Peshawar,10%,N/A,N/A
2494,Bank Alfalah Debit Cards,Other,Peshawar,10%,N/A,N/A
2495,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2496,Bank Alfalah Premier VISA Signature Debit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2497,Bank Alfalah Visa Signature Debit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2498,Bank Alfalah Visa Platinum Credit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2499,Bank Alfalah American Express Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2500,Bank Alfalah Mastercard Optimus Credit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2501,Bank Alfalah Visa Gold Credit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2502,Bank Alfalah Mastercard Titanium Credit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2503,Bank Alfalah Ultra Cashback Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2504,Bank Alfalah Visa Classic Credit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2505,Bank Alfalah Debit Cards,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2506,Bank Alfalah Pehchaan Account for Women,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2507,Bank Alfalah Islamic Gold and Classic Debit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2508,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2509,Bank Alfalah Islamic Signature Debit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2510,Bank Alfalah Islamic Powerpack Debit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2511,Alfalah Premier VISA Signature Debit Card,N/A,Lahore,20%,N/A,N/A
2512,Alfalah Visa Signature Debit Card,N/A,Lahore,20%,N/A,N/A
2513,Bank Alfalah Debit Cards,N/A,Lahore,20%,N/A,N/A
2514,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Karachi,25%,"25% discount not More than Rs.2,500
 	20% discount not more than Rs.2,000",N/A
2515,Bank Alfalah Islamic Signature Debit,Dining,Karachi,20%,"25% discount not More than Rs.2,500
 	20% discount not more than Rs.2,000",N/A
2516,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Karachi,25%,"25% discount not More than Rs.2,500
 	20% discount not more than Rs.2,000",N/A
2517,Bank Alfalah Premier VISA Signature Debit Card,Dining,Karachi,25%,"25% discount not More than Rs.2,500
 	20% discount not more than Rs.2,000",N/A
2518,Bank Alfalah Visa Platinum Credit Card,Dining,Karachi,20%,"25% discount not More than Rs.2,500
 	20% discount not more than Rs.2,000",N/A
2519,Bank Alfalah Visa Signature Debit Card,Dining,Karachi,20%,"25% discount not More than Rs.2,500
 	20% discount not more than Rs.2,000",N/A
2520,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,Islamabad,Up to 50%,N/A,N/A
2521,Alfalah Premier VISA Platinum Credit Card,Dining,Karachi,25%,"Maximum Discount Cap amount PKR. 5,000/ for Premier Cards

	Maximum Discount Cap amount PKR. 2,500/- for Platinum and Signature Cards",N/A
2522,Alfalah Premier VISA Signature Debit Card,Dining,Karachi,25%,"Maximum Discount Cap amount PKR. 5,000/ for Premier Cards

	Maximum Discount Cap amount PKR. 2,500/- for Platinum and Signature Cards",N/A
2523,Alfalah Visa Platinum Credit Card,Dining,Karachi,25%,"Maximum Discount Cap amount PKR. 5,000/ for Premier Cards

	Maximum Discount Cap amount PKR. 2,500/- for Platinum and Signature Cards",N/A
2524,Alfalah Visa Signature Debit Card,Dining,Karachi,25%,"Maximum Discount Cap amount PKR. 5,000/ for Premier Cards

	Maximum Discount Cap amount PKR. 2,500/- for Platinum and Signature Cards",N/A
2525,Bank Alfalah Mastercard Optimus Credit Card,Dining,"Islamabad, Rawalpindi",15%,N/A,N/A
2526,Alfalah American Express Card,Dining,"Islamabad, Rawalpindi",15%,N/A,N/A
2527,Alfalah Mastercard Titanium Credit Card,Dining,"Islamabad, Rawalpindi",15%,N/A,N/A
2528,Alfalah Pehchaan Account for Women,Dining,"Islamabad, Rawalpindi",15%,N/A,N/A
2529,Alfalah Premier VISA Platinum Credit Card,Dining,"Islamabad, Rawalpindi",15%,N/A,N/A
2530,Alfalah Premier VISA Signature Debit Card,Dining,"Islamabad, Rawalpindi",15%,N/A,N/A
2531,Alfalah Ultra Cashback Card,Dining,"Islamabad, Rawalpindi",15%,N/A,N/A
2532,Alfalah Visa Classic Credit Card,Dining,"Islamabad, Rawalpindi",15%,N/A,N/A
2533,Alfalah Visa Gold Credit Card,Dining,"Islamabad, Rawalpindi",15%,N/A,N/A
2534,Alfalah Visa Platinum Credit Card,Dining,"Islamabad, Rawalpindi",15%,N/A,N/A
2535,Alfalah Visa Signature Debit Card,Dining,"Islamabad, Rawalpindi",15%,N/A,N/A
2536,Bank Alfalah Debit Cards,Dining,"Islamabad, Rawalpindi",15%,N/A,N/A
2537,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Islamabad,25%,N/A,"Up to 25% off ,

01-10-2022 to 31-12-2023"
2538,Bank Alfalah Premier VISA Signature Debit Card,Dining,Islamabad,25%,N/A,"Up to 25% off ,

01-10-2022 to 31-12-2023"
2539,Bank Alfalah Visa Platinum Credit Card,Dining,Islamabad,25%,N/A,"Up to 25% off ,

01-10-2022 to 31-12-2023"
2540,Bank Alfalah Visa Gold Credit Card,Dining,Islamabad,20%,N/A,"Up to 25% off ,

01-10-2022 to 31-12-2023"
2541,Bank Alfalah Visa Classic Credit Card,Dining,Islamabad,15%,N/A,"Up to 25% off ,

01-10-2022 to 31-12-2023"
2542,Bank Alfalah Islamic Gold and Classic Debit Card,Dining,Islamabad,20%,N/A,"Up to 25% off ,

01-10-2022 to 31-12-2023"
2543,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Islamabad,25%,N/A,"Up to 25% off ,

01-10-2022 to 31-12-2023"
2544,Bank Alfalah Visa Signature Debit Card,Dining,Abbottabad,15%,N/A,N/A
2545,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Abbottabad,15%,N/A,N/A
2546,Bank Alfalah Premier VISA Signature Debit Card,Dining,Abbottabad,15%,N/A,N/A
2547,Bank Alfalah Visa Platinum Credit Card,Dining,Abbottabad,15%,N/A,N/A
2548,Bank Alfalah American Express Card,Dining,Abbottabad,15%,N/A,N/A
2549,Bank Alfalah Mastercard Optimus Credit Card,Dining,Abbottabad,15%,N/A,N/A
2550,Bank Alfalah Visa Gold Credit Card,Dining,Abbottabad,15%,N/A,N/A
2551,Bank Alfalah Mastercard Titanium Credit Card,Dining,Abbottabad,15%,N/A,N/A
2552,Bank Alfalah Ultra Cashback Card,Dining,Abbottabad,15%,N/A,N/A
2553,Bank Alfalah Visa Classic Credit Card,Dining,Abbottabad,15%,N/A,N/A
2554,Bank Alfalah Debit Cards,Dining,Abbottabad,15%,N/A,N/A
